170130.79,0.0093,0.3319,0.6588
170824.1299,0.0306,0.3668,0.6026
172547.0845,0.0827,0.2892,0.6281
173843.2066,0.1238,0.2415,0.6347
170229.8302,0.0114,0.2266,0.762
170690.1849,0.0255,0.2276,0.7469
172212.2918,0.0723,0.2,0.7276
174587.0321,0.1447,0.2538,0.6016
170111.8495,0.0069,0.1501,0.843
171234.6942,0.0411,0.1553,0.8035
173154.3122,0.1005,0.1609,0.7386
173686.0403,0.1179,0.1961,0.6859
170366.756,0.013,0.0861,0.9008
170724.135,0.0244,0.1164,0.8592
173329.0923,0.1048,0.1393,0.7559
173667.3099,0.1158,0.1752,0.709
170310.2695,0.0103,0.0384,0.9514
171464.73,0.0467,0.0677,0.8855
172192.4629,0.0692,0.0924,0.8384
173830.6304,0.1194,0.1479,0.7326
171150.7828,0.0406,0.3228,0.6365
171425.0418,0.0487,0.3539,0.5974
175247.519,0.1649,0.2758,0.5593
171133.6827,0.038,0.1743,0.7878
171556.3888,0.0514,0.2047,0.7439
174873.97,0.1522,0.234,0.6138
171654.7089,0.0519,0.0588,0.8893
171701.3311,0.0543,0.0833,0.8624
174228.9934,0.1318,0.1723,0.6959
174285.6488,0.1366,0.2756,0.5878
175355.0787,0.1668,0.2955,0.5377
178288.4952,0.2543,0.305,0.4407
172989.0507,0.0959,0.1948,0.7093
174224.063,0.1343,0.2289,0.6368
178550.6858,0.2637,0.288,0.4482
173363.4611,0.1053,0.1328,0.7619
174612.7137,0.1442,0.1737,0.6821
177816.1555,0.2406,0.2661,0.4934
174792.2475,0.1515,0.2094,0.6391
174995.5192,0.1556,0.2548,0.5896
179084.7977,0.2785,0.2936,0.4279
174544.5287,0.1424,0.1869,0.6707
176119.4283,0.1904,0.2058,0.6038
178064.0609,0.2499,0.3434,0.4067
173685.2949,0.1166,0.1606,0.7228
175508.4651,0.1719,0.2074,0.6208
178744.8314,0.267,0.2896,0.4434
170233.3549,0.0073,0.013,0.9797
170576.0707,0.0181,0.0274,0.9545
171869.2164,0.0587,0.073,0.8683
172694.8544,0.0845,0.0998,0.8157
174141.4778,0.1294,0.149,0.7215
176669.2421,0.2072,0.2391,0.5538
177234.8872,0.2244,0.2589,0.5167
177905.2479,0.2448,0.2819,0.4733
178705.956,0.2691,0.3083,0.4226
179644.6508,0.2973,0.3326,0.3701
170044.0677,0.0076,0.4791,0.5133
171148.5167,0.0409,0.3997,0.5594
174427.5914,0.14,0.2802,0.5797
175871.1329,0.1855,0.2197,0.5948
173413.7257,0.1096,0.4252,0.4652
176302.4695,0.1976,0.3034,0.499
176732.5285,0.2105,0.2883,0.5013
176935.7441,0.2161,0.3581,0.4257
178738.048,0.2677,0.3148,0.4174
180326.0632,0.3153,0.3245,0.3602
170321.3826,0.0155,0.4469,0.5376
175214.9856,0.164,0.3567,0.4792
170203.5764,0.012,0.405,0.5831
176074.5541,0.1909,0.3816,0.4276
171860.4302,0.0632,0.4392,0.4976
170869.5146,0.0319,0.4325,0.5356
177171.8932,0.2207,0.3291,0.4503
176959.5338,0.216,0.272,0.512
175487.5135,0.1693,0.3743,0.4564
177944.2331,0.242,0.2747,0.4833
175071.7675,0.1598,0.3744,0.4658
172447.0447,0.0796,0.4352,0.4852
175445.7551,0.1648,0.184,0.6512
174843.0286,0.1482,0.1906,0.6612
172593.8042,0.0811,0.1477,0.7712
174967.3847,0.1516,0.2901,0.5583
175700.1187,0.1741,0.3439,0.482
171796.9562,0.0596,0.4306,0.5099
173649.1321,0.1154,0.3826,0.502
173319.0818,0.1046,0.4155,0.4799
172680.6691,0.0846,0.2835,0.6319
171939.6196,0.0617,0.2527,0.6855
172927.1826,0.0938,0.3327,0.5736
174058.1015,0.1267,0.3665,0.5068
179414.6991,0.2878,0.3544,0.3578
179844.4568,0.2995,0.3434,0.3571
175718.7172,0.1762,0.3005,0.5234
173939.1268,0.1229,0.2686,0.6085
171269.9864,0.0422,0.2545,0.7032
171752.8617,0.0577,0.3425,0.5998
174961.0917,0.1564,0.2953,0.5482
175412.6562,0.168,0.3347,0.4973
175221.5146,0.1633,0.3642,0.4724
181267.0972,0.3319,0.0093,0.6588
182387.2347,0.3668,0.0306,0.6026
179525.6412,0.2892,0.0827,0.6281
177724.3952,0.2415,0.1238,0.6347
177720.2534,0.2266,0.0114,0.762
177661.3005,0.2276,0.0255,0.7469
176617.8601,0.2,0.0723,0.7276
178293.191,0.2538,0.1447,0.6016
175098.2418,0.1501,0.0069,0.843
175218.6239,0.1553,0.0411,0.8035
175214.0419,0.1609,0.1005,0.7386
176276.2161,0.1961,0.1179,0.6859
172927.2135,0.0861,0.013,0.9008
173905.0687,0.1164,0.0244,0.8592
174535.6859,0.1393,0.1048,0.7559
175621.2827,0.1752,0.1158,0.709
171285.2358,0.0384,0.0103,0.9514
172212.8472,0.0677,0.0467,0.8855
172997.8647,0.0924,0.0692,0.8384
174703.2574,0.1479,0.1194,0.7326
180912.6706,0.3228,0.0406,0.6365
181943.9628,0.3539,0.0487,0.5974
178978.2857,0.2758,0.1649,0.5593
175843.7556,0.1743,0.038,0.7878
176817.098,0.2047,0.0514,0.7439
177583.9756,0.234,0.1522,0.6138
171902.9913,0.0588,0.0519,0.8893
172731.0609,0.0833,0.0543,0.8624
175521.1635,0.1723,0.1318,0.6959
178950.5077,0.2756,0.1366,0.5878
179584.9614,0.2955,0.1668,0.5377
180018.7769,0.305,0.2543,0.4407
176253.6589,0.1948,0.0959,0.7093
177457.2925,0.2289,0.1343,0.6368
179377.3932,0.288,0.2637,0.4482
174267.9156,0.1328,0.1053,0.7619
175586.2225,0.1737,0.1442,0.6821
178698.575,0.2661,0.2406,0.4934
176648.1022,0.2094,0.1515,0.6391
178151.415,0.2548,0.1556,0.5896
179594.5802,0.2936,0.2785,0.4279
175996.9241,0.1869,0.1424,0.6707
176620.4969,0.2058,0.1904,0.6038
181264.2335,0.3434,0.2499,0.4067
175152.5227,0.1606,0.1166,0.7228
176707.5869,0.2074,0.1719,0.6208
179478.3898,0.2896,0.267,0.4434
170420.1695,0.013,0.0073,0.9797
170883.2482,0.0274,0.0181,0.9545
172326.6913,0.073,0.0587,0.8683
173194.0728,0.0998,0.0845,0.8157
174817.8545,0.149,0.1294,0.7215
177802.1027,0.2391,0.2072,0.5538
178458.5618,0.2589,0.2244,0.5167
179221.4435,0.2819,0.2448,0.4733
180099.4093,0.3083,0.2691,0.4226
180892.6036,0.3326,0.2973,0.3701
186096.9789,0.4791,0.0076,0.5133
182924.038,0.3997,0.0409,0.5594
179067.5805,0.2802,0.14,0.5797
177037.9626,0.2197,0.1855,0.5948
183954.7133,0.4252,0.1096,0.4652
179814.5698,0.3034,0.1976,0.499
179368.4934,0.2883,0.2105,0.5013
181714.6363,0.3581,0.2161,0.4257
180347.7965,0.3148,0.2677,0.4174
180640.4841,0.3245,0.3153,0.3602
184816.7719,0.4469,0.0155,0.5376
181694.9083,0.3567,0.164,0.4792
183229.817,0.405,0.012,0.5831
182457.249,0.3816,0.1909,0.4276
184474.7035,0.4392,0.0632,0.4976
184325.7749,0.4325,0.0319,0.5356
180876.1539,0.3291,0.2207,0.4503
178850.1031,0.272,0.216,0.512
182345.5469,0.3743,0.1693,0.4564
179084.7009,0.2747,0.242,0.4833
182112.2306,0.3744,0.1598,0.4658
184221.0072,0.4352,0.0796,0.4852
176011.3601,0.184,0.1648,0.6512
176265.8546,0.1906,0.1482,0.6612
174761.2711,0.1477,0.0811,0.7712
179511.4689,0.2901,0.1516,0.5583
181240.0519,0.3439,0.1741,0.482
184177.5209,0.4306,0.0596,0.5099
182513.0223,0.3826,0.1154,0.502
183751.2857,0.4155,0.1046,0.4799
179345.252,0.2835,0.0846,0.6319
178121.1049,0.2527,0.0617,0.6855
180735.4732,0.3327,0.0938,0.5736
182032.9171,0.3665,0.1267,0.5068
181698.9068,0.3544,0.2878,0.3578
181168.43,0.3434,0.2995,0.3571
179869.993,0.3005,0.1762,0.5234
178813.1605,0.2686,0.1229,0.6085
178184.2293,0.2545,0.0422,0.7032
181401.293,0.3425,0.0577,0.5998
179720.0289,0.2953,0.1564,0.5482
180995.9499,0.3347,0.168,0.4973
181955.4148,0.3642,0.1633,0.4724
192422.7798,0.6588,0.3319,0.0093
190393.0622,0.6026,0.3668,0.0306
190951.4643,0.6281,0.2892,0.0827
190948.4826,0.6347,0.2415,0.1238
195956.9836,0.762,0.2266,0.0114
195343.6361,0.7469,0.2276,0.0255
194546.3026,0.7276,0.2,0.0723
189852.6187,0.6016,0.2538,0.1447
198685.8311,0.843,0.1501,0.0069
197293.8359,0.8035,0.1553,0.0411
194804.5674,0.7386,0.1609,0.1005
192752.4665,0.6859,0.1961,0.1179
200641.2277,0.9008,0.0861,0.013
199159.3457,0.8592,0.1164,0.0244
195427.4758,0.7559,0.1393,0.1048
193626.7107,0.709,0.1752,0.1158
202327.4135,0.9514,0.0384,0.0103
199966.2629,0.8855,0.0677,0.0467
198256.5499,0.8384,0.0924,0.0692
194443.3187,0.7326,0.1479,0.1194
191569.1182,0.6365,0.3228,0.0406
190235.994,0.5974,0.3539,0.0487
188459.9317,0.5593,0.2758,0.1649
196701.6965,0.7878,0.1743,0.038
195147.1385,0.7439,0.2047,0.0514
190391.5695,0.6138,0.234,0.1522
200044.6738,0.8893,0.0588,0.0519
199190.2862,0.8624,0.0833,0.0543
193288.1843,0.6959,0.1723,0.1318
189445.5061,0.5878,0.2756,0.1366
187713.0292,0.5377,0.2955,0.1668
184571.2217,0.4407,0.305,0.2543
193700.9467,0.7093,0.1948,0.0959
191272.3372,0.6368,0.2289,0.1343
184815.988,0.4482,0.288,0.2637
195562.1721,0.7619,0.1328,0.1053
192826.9272,0.6821,0.1737,0.1442
186303.435,0.4934,0.2661,0.2406
191141.5722,0.6391,0.2094,0.1515
189479.4106,0.5896,0.2548,0.1556
184117.8865,0.4279,0.2936,0.2785
192233.5206,0.6707,0.1869,0.1424
189984.3112,0.6038,0.2058,0.1904
183412.3477,0.4067,0.3434,0.2499
194115.4608,0.7228,0.1606,0.1166
190620.5988,0.6208,0.2074,0.1719
184633.6986,0.4434,0.2896,0.267
203291.1108,0.9797,0.013,0.0073
202385.5066,0.9545,0.0274,0.0181
199306.2787,0.8683,0.073,0.0587
197451.2269,0.8157,0.0998,0.0845
194158.5422,0.7215,0.149,0.1294
188370.2749,0.5538,0.2391,0.2072
187103.8061,0.5167,0.2589,0.2244
185627.1654,0.4733,0.2819,0.2448
183911.4106,0.4226,0.3083,0.2691
182148.1572,0.3701,0.3326,0.2973
187324.7677,0.5133,0.4791,0.0076
188261.7641,0.5594,0.3997,0.0409
188975.1562,0.5797,0.2802,0.14
189530.7599,0.5948,0.2197,0.1855
185296.2666,0.4652,0.4252,0.1096
186395.8888,0.499,0.3034,0.1976
186492.7573,0.5013,0.2883,0.2105
184016.3833,0.4257,0.3581,0.2161
183782.9404,0.4174,0.3148,0.2677
181894.4979,0.3602,0.3245,0.3153
187949.9165,0.5376,0.4469,0.0155
185807.5702,0.4792,0.3567,0.164
189472.5811,0.5831,0.405,0.012
184032.4843,0.4276,0.3816,0.1909
186398.2865,0.4976,0.4392,0.0632
187840.6879,0.5356,0.4325,0.0319
184934.9778,0.4503,0.3291,0.2207
187138.3669,0.512,0.272,0.216
185184.7351,0.4564,0.3743,0.1693
186341.5544,0.4833,0.2747,0.242
185288.9739,0.4658,0.3744,0.1598
185954.8989,0.4852,0.4352,0.0796
192062.5921,0.6512,0.184,0.1648
192356.9112,0.6612,0.1906,0.1482
195886.7487,0.7712,0.1477,0.0811
188751.0827,0.5583,0.2901,0.1516
186060.0367,0.482,0.3439,0.1741
186879.3991,0.5099,0.4306,0.0596
186701.3373,0.502,0.3826,0.1154
185912.7141,0.4799,0.4155,0.1046
191162.0384,0.6319,0.2835,0.0846
192803.0103,0.6855,0.2527,0.0617
189045.1985,0.5736,0.3327,0.0938
186756.1343,0.5068,0.3665,0.1267
181732.403,0.3578,0.3544,0.2878
181735.0555,0.3571,0.3434,0.2995
187472.1326,0.5234,0.3005,0.1762
190300.107,0.6085,0.2686,0.1229
193518.8738,0.7032,0.2545,0.0422
190154.4911,0.5998,0.3425,0.0577
188344.1183,0.5482,0.2953,0.1564
186346.2467,0.4973,0.3347,0.168
185569.9076,0.4724,0.3642,0.1633
